"year","state","D_pv","R_pv","D_pv_lag1","D_pv_lag2","party","mean_1_wk_poll_support","quarter","GDP_growth_quarterly","unemployment","state_abb","grant_year","total_grant","vep_turnout","turnout_lag1","turnout_lag2","incumbent","incumbent_party","dem_party_incumbent","cons_shift","prec_turns","sc_interact","InitialCOVI"
1996,"Delaware",51.82784978,36.57988996,43.52392791,43.4777563,"DEM",46.2903465714286,4,4.2,5.33333333333333,"DE",1996,1190.5012529,"52.50",58.3,54,1,TRUE,1,1,10,10,0.685
1996,"Florida",48.0255712,42.32454875,38.99012156,38.50721693,"DEM",46.106907,4,4.2,5.33333333333333,"FL",1996,768.86937,"53.30",57.2,NA,1,TRUE,1,1,10,10,-0.455
1996,"Georgia",45.84146585,47.01568011,43.46868534,39.49842844,"DEM",45.3705868571429,4,4.2,5.33333333333333,"GA",1996,199.6199181,"45.80",NA,NA,1,TRUE,1,1,10,10,-0.461
1996,"Hawaii",56.92880151,31.64028657,48.09275779,54.26944008,"DEM",52.7830817142857,4,4.2,5.33333333333333,"HI",1996,1732.3630914,"45.10",48.2,49.8,1,TRUE,1,1,10,10,-1.273
1996,"Idaho",33.64638985,52.18410814,28.41921205,36.01064142,"DEM",30.7627517142857,4,4.2,5.33333333333333,"ID",1996,107.41461834,"61.60",66.9,63.1,1,TRUE,1,1,10,10,-1.602
1996,"Illinois",54.31527783,36.80995298,48.57967782,48.60455527,"DEM",50.690207,4,4.2,5.33333333333333,"IL",1996,511.6394179,"53.80",63.6,59.1,1,TRUE,1,1,10,10,0.473
1996,"Indiana",41.55713765,47.14238016,36.79390564,39.68618767,"DEM",38.7230227142857,4,4.2,5.33333333333333,"IN",1996,243.13683716,"51.00",56.4,55.6,1,TRUE,1,1,10,10,0.567
1996,"Iowa",50.26096469,39.9201021,43.28583862,54.71192398,"DEM",48.545714,4,4.2,5.33333333333333,"IA",1996,123.31805824,"59.70",66.1,61.4,1,TRUE,1,1,10,10,0.37
1996,"Kansas",36.0847994,54.29070092,33.73849414,42.55964489,"DEM",38.1481124285714,4,4.2,5.33333333333333,"KS",1996,96.09089646,"57.80",64.1,NA,1,TRUE,1,1,10,10,-0.27
1996,"Kentucky",45.84217849,44.88222146,44.55114207,43.88359469,"DEM",45.2595321428571,4,4.2,5.33333333333333,"KY",1996,159.49572953,"49.30",NA,NA,1,TRUE,1,1,10,10,0.133
1996,"Louisiana",52.00999575,39.94407943,45.58453914,44.0645571,"DEM",46.3287471428571,4,4.2,5.33333333333333,"LA",1996,476.4356741,"58.40",60,NA,1,TRUE,1,1,10,10,1.009
1996,"Maine",51.62395589,30.76067384,38.7667973,43.88353888,"DEM",49.0392265714286,4,4.2,5.33333333333333,"ME",1996,501.8241875,NA,NA,NA,1,TRUE,1,1,10,10,-1.191
1996,"Maryland",54.25477435,38.26949749,49.81260519,48.19903427,"DEM",51.3872397142857,4,4.2,5.33333333333333,"MD",1996,1070.6467591,"50.80",58.1,52.5,1,TRUE,1,1,10,10,0.473
1996,"Massachusetts",61.47209871,28.08799202,47.54141093,53.22905149,"DEM",57.1207464285714,4,4.2,5.33333333333333,"MA",1996,3319.9514127,"59.30",64.9,61.3,1,TRUE,1,1,10,10,0.274
1996,"Michigan",51.69482057,38.48459434,43.77368748,45.67207835,"DEM",47.2887881428571,4,4.2,5.33333333333333,"MI",1996,551.9758835,"56.30",64,56.7,1,TRUE,1,1,10,10,0.907
1996,"Minnesota",51.10075658,34.95542971,43.48465128,52.91283343,"DEM",52.2905554285714,4,4.2,5.33333333333333,"MN",1996,258.34050542,"66.60",73.9,68.8,1,TRUE,1,1,10,10,-1.097
1996,"Mississippi",44.08110022,49.20675231,40.76806414,39.06714459,"DEM",39.1847494285714,4,4.2,5.33333333333333,"MS",1996,182.47102781,NA,54.3,NA,1,TRUE,1,1,10,10,0.589
1996,"Missouri",47.53957828,41.24138986,44.07168576,47.85044916,"DEM",47.0865334285714,4,4.2,5.33333333333333,"MO",1996,217.08247596,NA,NA,NA,1,TRUE,1,1,10,10,0.862
1996,"Montana",41.25006448,44.13154074,37.63112452,46.19852656,"DEM",40.6248131428571,4,4.2,5.33333333333333,"MT",1996,90.47607303,"64.70",70.4,66.7,1,TRUE,1,1,10,10,-0.731
1996,"Nebraska",34.95065802,53.65499731,29.40345416,39.19103807,"DEM",36.5286252857143,4,4.2,5.33333333333333,"NE",1996,76.51015473,"57.80",64.8,60.3,1,TRUE,1,1,10,10,-0.221
1996,"Nevada",43.93349688,42.91471292,37.35755,38.6841254,"DEM",41.9372267142857,4,4.2,5.33333333333333,"NV",1996,282.94651642,"41.20",54.6,46.1,1,TRUE,1,1,10,10,-0.234
